"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"44689","Central America","December 31, 2017","2017","Dec","7","","7","","","","","Mixed","Darién province, Panama, near border with Colombia","Ministerio Público Región de Darién via TVN Noticias","7.736847451615, -77.548370361328","Darien Gap","http://bit.ly/2F1VzC9","Central America","1"
"44064","US-Mexico Border","December 30, 2017","2017","Dec","1","","1","","","","","Unknown","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.137605000000, -112.665258500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America",""
"44068","Europe","December 29, 2017","2017","Dec","1","","1","","","1","","Crushed in back of truck","Calais Port, France","The Local","50.964481619936, 1.864522486816","","http://bit.ly/2Duroy8","Western Europe","1"
"44067","Europe","December 28, 2017","2017","Dec","1","","1","","","1","","Presumed drowning","Evros River, Greece-Turkey Border","The New Arab","40.976820140548, 26.309509277344","","http://bit.ly/2CEpv5p, http://bit.ly/2As6RIY","Southern Europe",""
"44361","Central America","December 28, 2017","2017","Dec","1","","1","","","1","","Hit by train","Train tracks near Santiago Niltepec, Oaxaca, Mexico","NVI Noticias","16.561153700000, -94.613863900000","Central America to US","http://bit.ly/2Dz0kBx","Central America",""
"44066","Europe","December 27, 2017","2017","Dec","1","","1","","","1","","Fall","A8 motorway near Roquebrune-Cap-Martin, France","France Bleu","43.767230179939, 7.448348116211","","http://bit.ly/2E4MHqp, http://bit.ly/2CEojyX","Western Europe",""
"44347","Sub-Saharan Africa","December 27, 2017","2017","Dec","1","","1","","1","","","Sickness and lack of access to medicines","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Western Africa","2"
"44348","North Africa","December 27, 2017","2017","Dec","2","","2","","","2","","Dehydration","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.665039060000, 27.887942670000","","","Northern Africa","2"
"44345","Sub-Saharan Africa","December 26, 2017","2017","Dec","1","","1","","","1","","Sickness and lack of access to medicines","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Western Africa","2"
"44346","Sub-Saharan Africa","December 26, 2017","2017","Dec","2","","2","","","2","2","Vehicle Accident","Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-8.002889200000, 12.639231600000","","","Western Africa","2"
"44074","Mediterranean","December 25, 2017","2017","Dec","1","","1","","","1","1","Presumed drowning","Off the coast of Izmir, Turkey","Daily Sabah","38.430189025971, 27.102313915039","Eastern Mediterranean","http://bit.ly/2Cak3H5","Uncategorized",""
"44075","Central America","December 25, 2017","2017","Dec","1","","1","","","1","","Shot","Gas station in Tapachula, Chiapas, Mexico","Conexión Migrante","14.905559900000, -92.263420600000","Central America to US","http://bit.ly/2EmHLxb","Central America",""
"44561","Middle East","December 25, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Boshahr province, Iran","IOM Afghanistan","28.762073900000, 51.515007700000","","","Southern Asia","4"
"44344","North Africa","December 24, 2017","2017","Dec","1","","1","","1","","","Sickness and lack of access to medicines","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.663574220000, 18.511191270000","","","Northern Africa","2"
"44072","US-Mexico Border","December 23, 2017","2017","Dec","1","","1","","","","","Unknown (skeletal remains)","Outside Quemado, Maverick County, Texas, USA","Zócalo","28.948022900000, -100.623971100000","Central America to US","http://bit.ly/2D2zY7h","Northern America",""
"44073","US-Mexico Border","December 23, 2017","2017","Dec","1","","1","","","1","","Drowning","Río Bravo, Nuevo Laredo, Tamaulipas, Mexico","La Jornada","27.480677494132, -99.479363496826","Central America to US","http://bit.ly/2lWoT0E","Central America",""
"44340","North Africa","December 23, 2017","2017","Dec","3","","3","","","","","Starvation, Excessive Physical Abuse","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44341","Sub-Saharan Africa","December 23, 2017","2017","Dec","1","","1","","1","","1","Shot","Diffa, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.615880300000, 13.313247200000","","","Western Africa","2"
"44342","North Africa","December 23, 2017","2017","Dec","1","","1","","","1","","Starvation","Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.449522100000, 32.781101600000","","","Northern Africa","2"
"44343","North Africa","December 23, 2017","2017","Dec","2","","2","","2","","1","Starvation, Dehydration","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.609863280000, 29.200423170000","","","Northern Africa","2"
"44070","Mediterranean","December 22, 2017","2017","Dec","1","","1","","","1","","Presumed drowning","Body recovered near Playa de Juan XXIII, Ceuta, Spain","Público, Ceuta Actualidad, La Sexta","35.878049717478, -5.327972173691","Western Mediterranean","http://bit.ly/2CXRJ8I, http://bit.ly/2AG7bno, http://bit.ly/2CRB2PJ","Uncategorized",""
"44071","Mediterranean","December 22, 2017","2017","Dec","1","","1","","","","","Presumed drowning","Near Tripoli, Libya","IOM Libya","32.926409826220, 13.113060712109","Central Mediterranean","","Uncategorized",""
"44339","Sub-Saharan Africa","December 22, 2017","2017","Dec","1","","1","","1","","","Excessive Physical Abuse, Sexual abuse, Shot or stabbed","Douala, Cameroon","Mixed Migration Monitoring Mechanism Initiative (4Mi)","9.767868700000, 4.051056400000","","","Central Africa","2"
"44065","Europe","December 21, 2017","2017","Dec","1","","1","","","1","1","Hit by truck","Near Calais, France","L'Express","50.953020261886, 1.919110804688","Calais to United Kingdom","http://bit.ly/2CRXSDE","Western Europe",""
"44335","North Africa","December 21, 2017","2017","Dec","2","","2","","","2","","Starvation","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.899829300000, 24.088938000000","","","Northern Africa","2"
"44336","Sub-Saharan Africa","December 21, 2017","2017","Dec","1","","1","","","1","","Sickness and lack of access to medicines","Dori, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-0.023320800000, 14.024647300000","","","Western Africa","2"
"44337","North Africa","December 21, 2017","2017","Dec","2","","2","","2","","","Sickness and lack of access to medicines","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.534667970000, 24.297353380000","","","Northern Africa","2"
"44338","North Africa","December 21, 2017","2017","Dec","2","","2","","","2","","Starvation, Dehydration","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","29.399414060000, 17.780401050000","","","Northern Africa","2"
"44686","Middle East","December 21, 2017","2017","Dec","7","","7","","","","2","Shot","Syria-Turkey border at al-Dirriyah, Daraa Governorate, Syria","Human Rights Watch","35.992120977344, 36.285642845850","","https://bit.ly/2IFZjr8","Western Asia","4"
"44329","North Africa","December 20, 2017","2017","Dec","1","","1","","","1","","Excessive Physical Abuse","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.140259400000, 30.214647000000","","","Northern Africa","2"
"44330","North Africa","December 20, 2017","2017","Dec","1","","1","","1","","","Sickness and lack of access to medicines","Al Hajer, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","33.229176960000, 14.101544910000","","","Northern Africa","2"
"44331","North Africa","December 20, 2017","2017","Dec","4","","4","","","4","","Starvation, Excessive Physical Abuse","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44332","Horn of Africa","December 20, 2017","2017","Dec","1","","1","","1","","","Dehydration, Harsh weather/lack of adequate shelter","Eritrea, near the border with Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","36.474762590000, 15.104155430000","","","Eastern Africa","2"
"44333","Sub-Saharan Africa","December 20, 2017","2017","Dec","3","","3","","","","","Sickness and lack of access to medicines","Madamma, Niger, near the border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.626142400000, 21.935449900000","","","Western Africa","2"
"44334","North Africa","December 20, 2017","2017","Dec","2","","2","","","2","","Starvation, Excessive Physical Abuse","Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.449522100000, 32.781101600000","","","Northern Africa","2"
"44560","Middle East","December 20, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Kerman province, Iran","IOM Afghanistan","29.485008900000, 57.643904800000","","","Southern Asia","4"
"44052","Middle East","December 19, 2017","2017","Dec","1","","1","","","1","","Hypothermia","Hospital in Edirne, Turkey, after falling into Evros river, Greece-Turkey border","Daily Sabah, Son Haberler, Milliyet","41.677129700000, 26.555714500000","","http://bit.ly/2z3voDi, http://bit.ly/2BMPjvB, http://bit.ly/2kPA9Lx","Western Asia",""
"44053","Central America","December 19, 2017","2017","Dec","6","","6","","1","5","1","Vehicle Accident","KM 56 Highway Zaragoza-González, near Ciudad Victoria, Tamaulipas, Mexico","El Heraldo, La Tribuna, La Verdad","23.827397232912, -99.175447675391","Central America to US","http://bit.ly/2BJUlXe, http://bit.ly/2BUaQTb, http://bit.ly/2p4K7ye","Central America",""
"44327","North Africa","December 19, 2017","2017","Dec","1","","1","","","1","","Shot, Stabbed","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.140259400000, 30.214647000000","","","Northern Africa","2"
"44328","North Africa","December 19, 2017","2017","Dec","1","","1","","1","","","Starvation","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.106445310000, 29.051517840000","","","Northern Africa","2"
"44063","US-Mexico Border","December 18, 2017","2017","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.064820600000, -112.472643900000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America",""
"44082","Central America","December 18, 2017","2017","Dec","1","","1","","","1","","Hit by train","Train tracks, km 19 between Estación Zamora and Estación Pesqueira, San Miguel de Horcasitas, Sonora, Mexico","Nuevo Día Nogales","29.489876900000, -110.721806100000","Central America to US","http://bit.ly/2FkkoWk","Central America",""
"44326","North Africa","December 17, 2017","2017","Dec","3","","3","","","","","Unknown","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.853759770000, 28.464013180000","","","Northern Africa","2"
"44036","Mediterranean","December 16, 2017","2017","Dec","","3","3","20","","","","Presumed drowning","Unspecified location off the coast of Morocco","Caminando Fronteras, Alarm Phone","35.882833113479, -5.803099736328","Western Mediterranean","http://bit.ly/2zjWYzz, http://bit.ly/2zjX9uJ","Uncategorized",""
"44051","Middle East","December 16, 2017","2017","Dec","5","","5","","","5","2","Vehicle Accident","Unspecified location in Isfahan, Iran","IOM Afghanistan","32.449665431345, 52.163085937500","","","Western Asia",""
"44323","North Africa","December 16, 2017","2017","Dec","3","","3","","","3","","Starvation","Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.449522100000, 32.781101600000","","","Northern Africa","2"
"44324","North Africa","December 16, 2017","2017","Dec","5","","5","","","5","","Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.919921880000, 24.537441720000","","","Northern Africa","2"
"44325","North Africa","December 16, 2017","2017","Dec","7","","7","","","7","","Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.238281250000, 24.557428430000","","","Northern Africa","2"
"44050","Mediterranean","December 15, 2017","2017","Dec","1","","1","4","","1","","Unknown (found on dinghy)","4 miles off the coast of San Roque, Cádiz, Spain","Spanish Red Cross, Europa Sur, El Diario de Sevilla, La Voz Digital","36.125095674655, -5.169511656055","Western Mediterranean","http://bit.ly/2oY7V6K, http://bit.ly/2BR6Ank, http://bit.ly/2DhTTQr, http://bit.ly/2CMcvXZ","Uncategorized",""
"44321","North Africa","December 15, 2017","2017","Dec","4","","4","","","","","Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.578613280000, 25.215191680000","","","Northern Africa","2"
"44322","North Africa","December 15, 2017","2017","Dec","1","","1","","","","","Unknown","Surman, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.564226100000, 32.747304700000","","","Northern Africa","2"
"44027","Mediterranean","December 14, 2017","2017","Dec","1","","1","68","","","","Drowning","5 nautical miles west of Alboran Island, between Spain and Morocco","Salvamento Marítimo","35.938908600000, -3.180596302148","Western Mediterranean","http://bit.ly/2C5bx8y","Uncategorized",""
"44037","US-Mexico Border","December 14, 2017","2017","Dec","1","","1","","","","","Hypothermia","Ranch near Falfurrias, Brooks County, Texas","U.S. Border Patrol","27.071795621620, -98.265021009375","Central America to US","http://bit.ly/2D14Ci9","Uncategorized",""
"44559","Middle East","December 14, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Asfhan province, Iran","IOM Afghanistan","33.277107300000, 52.361337800000","","","Southern Asia","4"
"44025","US-Mexico Border","December 13, 2017","2017","Dec","7","","7","","2","8","","Hypothermia","Various locations in Texas, USA","KGNS","27.817448700000, -99.012892600000","Central America to US","http://bit.ly/2BlQWQN","Northern America",""
"44026","Mediterranean","December 13, 2017","2017","Dec","","2","2","31","","","","Presumed drowning","Unspecified location in the Alboran Sea, between Spain and Morocco","Salvamento Marítimo","36.214401400000, -3.419552700000","Western Mediterranean","http://bit.ly/2jWbwxp","Uncategorized",""
"44318","North Africa","December 13, 2017","2017","Dec","1","","1","","1","","","Starvation","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44319","North Africa","December 13, 2017","2017","Dec","3","","3","","","","","Starvation","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44320","North Africa","December 13, 2017","2017","Dec","3","","3","","","3","","Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.718750000000, 28.661972470000","","","Northern Africa","2"
"44558","Middle East","December 13, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Jiroft, Kerman province, Iran","IOM Afghanistan","28.675112400000, 57.737156900000","","","Southern Asia","4"
"44316","North Africa","December 12, 2017","2017","Dec","3","","3","","","","","Dehydration","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.677734380000, 24.956491290000","","","Northern Africa","2"
"44317","North Africa","December 12, 2017","2017","Dec","4","","4","","","","","Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.062500000000, 25.195311080000","","","Northern Africa","2"
"44557","Middle East","December 12, 2017","2017","Dec","1","","1","","","1","1","Vehicle Accident","Tehran province, Iran","IOM Afghanistan","35.724841600000, 51.381653000000","","","Southern Asia","4"
"44552","Middle East","December 11, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Bandar Abbas, Hormozgan province, Iran","IOM Afghanistan","27.183221600000, 56.266645500000","","","Southern Asia","4"
"44553","Middle East","December 11, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"44554","Middle East","December 11, 2017","2017","Dec","1","","1","","","1","1","Vehicle Accident","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"44555","Middle East","December 11, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"44556","Middle East","December 11, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Rafsanjan, Kerman province, Iran","IOM Afghanistan","30.354889300000, 56.002705000000","","","Southern Asia","4"
"44520","Middle East","December 10, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Isfahan province, Iran","IOM Afghanistan","33.277107300000, 52.361337800000","","","Southern Asia","4"
"44550","Middle East","December 10, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Rafsanjan, Kerman province, Iran","IOM Afghanistan","30.354889300000, 56.002705000000","","","Southern Asia","4"
"44551","Middle East","December 10, 2017","2017","Dec","1","","1","","","1","","Vehicle Accident","Isfahan province, Iran","IOM Afghanistan","33.277107300000, 52.361337800000","","","Southern Asia","4"
"44024","US-Mexico Border","December 09, 2017","2017","Dec","1","","1","","","1","","Hypothermia","Colonia Pima 2, northeast Nogales, Sonora, Mexico","El Diaro de Sonora, InfoNogales","31.329820649800, -110.920176967090","Central America to US","http://bit.ly/2Av0cCl, http://bit.ly/2BagwrF","Central America",""
"44048","US-Mexico Border","December 09, 2017","2017","Dec","2","","2","","","","","Hypothermia","Near Highway 281, north of the Falfurrias U.S. Border Patrol checkpoint, Brooks County, Texas, USA","U.S. Border Patrol","27.205835954845, -98.140193069189","Central America to US","http://bit.ly/2D14Ci9","Northern America",""
"44315","North Africa","December 09, 2017","2017","Dec","2","","2","","","2","","Starvation, Dehydration","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.741699220000, 29.277115800000","","","Northern Africa","2"
"44388","US-Mexico Border","December 09, 2017","2017","Dec","2","","2","","","2","","Hypothermia","Cage Ranch, Brooks County, Texas","South Texas Human Rights Center director Eduardo Canales","27.109369900000, -98.212334600000","Central America to US","","Northern America","5"
"44389","US-Mexico Border","December 09, 2017","2017","Dec","3","","3","","","3","","Hypothermia","Dos Jefes Pasture, Laborcitas Creek Ranch, Brooks County, Texas","South Texas Human Rights Center director Eduardo Canales","27.240319400000, -98.204450400000","Central America to US","","Northern America","5"
"44023","US-Mexico Border","December 08, 2017","2017","Dec","1","","1","14","","1","","Hypothermia","Big Bend area, near Marfa, Presidio County, Texas, USA","U.S. Border Patrol","29.127486900000, -103.242537900000","Central America to US","http://bit.ly/2iUG8OU, http://bit.ly/2l1uhCP, http://bit.ly/2ABOp5C","Northern America",""
"44035","Mediterranean","December 08, 2017","2017","Dec","3","5","8","4","","3","","Drowning","Off Plage de Messida, El Kala, wilaya of El Tarf, Algeria, en route to Italy","Le Quotidien d'Oran","36.949195213437, 8.448509527539","Central Mediterranean","http://bit.ly/2javfZd, http://bit.ly/2Cz4wNx","Uncategorized",""
"44047","US-Mexico Border","December 08, 2017","2017","Dec","1","","1","","1","","","Hypothermia","Ranch near Hidalgo, Hidalgo County, Texas, USA","U.S. Border Patrol","26.458255427725, -98.221984545508","Central America to US","http://bit.ly/2D14Ci9","Northern America",""
"44312","North Africa","December 08, 2017","2017","Dec","1","","1","","","1","","Starvation","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44313","Sub-Saharan Africa","December 08, 2017","2017","Dec","2","","2","","","2","","Excessive Physical Abuse","Calabar, Nigeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.341700600000, 4.975716500000","","","Western Africa","2"
"44314","Sub-Saharan Africa","December 08, 2017","2017","Dec","5","","5","","","5","","Excessive Physical Abuse","Kidal, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","1.409653500000, 18.452071300000","","","Western Africa","2"
"44017","US-Mexico Border","December 07, 2017","2017","Dec","1","","1","14","","1","","Hypothermia","Paloma Ranch, near Eagle Pass, Maverick County, Texas, USA","U.S. Border Patrol","27.252321571872, -97.863335577246","Central America to US","http://bit.ly/2BT4Czx, http://bit.ly/2AqCeZe, http://bit.ly/2A8r7zJ","Northern America","5"
"44021","US-Mexico Border","December 07, 2017","2017","Dec","1","","1","","","","","Unknown","Ranch near Falfurrias, Brooks County, Texas ","U.S. Border Patrol","27.151251312948, -98.203222913672","Central America to US","http://bit.ly/2jz49Pk","Northern America",""
"44022","US-Mexico Border","December 07, 2017","2017","Dec","1","","1","","","1","","Hypothermia","Ranch near Norias, Kenedy County, Texas","U.S. Border Patrol","26.764312242981, -97.799451947266","Central America to US","http://bit.ly/2jz49Pk","Northern America",""
"44046","US-Mexico Border","December 07, 2017","2017","Dec","1","","1","","","1","","Presumed drowning","Río Bravo, near Peñitas, Hidalgo County, Texas","U.S. Border Patrol","26.224930549802, -98.445427845508","Central America to US","http://bit.ly/2BKXdWu","Northern America",""
"44311","North Africa","December 07, 2017","2017","Dec","4","","4","","","","","Unknown","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.665039060000, 27.887942670000","","","Northern Africa","2"
"44387","US-Mexico Border","December 07, 2017","2017","Dec","1","","1","","","1","","Hypothermia","Dos Jefes Pasture in Laborcitas Creek Ranch, Brooks County, Texas","South Texas Human Rights Center director Eduardo Canales","27.240319400000, -98.204450400000","Central America to US","","Northern America","5"
"44098","Caribbean","December 06, 2017","2017","Dec","","12","12","","","2","","Presumed drowning","Off the coast of San Pedro de Macorís, Dominican Republic, en route to Puerto Rico","EFE, Listin Diario, 7 días","18.080866385397, -69.101919293750","","http://bit.ly/2D8lpDx, http://bit.ly/2D3cliD, http://bit.ly/2qTJIiS","Caribbean","3"
"44307","North Africa","December 06, 2017","2017","Dec","3","","3","","","","","Starvation, Excessive Physical Abuse","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.899829300000, 24.088938000000","","","Northern Africa","2"
"44308","North Africa","December 06, 2017","2017","Dec","2","","2","","","2","","Starvation, Shot or stabbed","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44309","North Africa","December 06, 2017","2017","Dec","2","","2","","","2","1","Starvation","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","5.525810700000, 22.788820900000","","","Northern Africa","2"
"44310","North Africa","December 06, 2017","2017","Dec","1","","1","","1","","","Sickness and lack of access to medicines","Tobruk, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.941751000000, 32.068175900000","","","Northern Africa","2"
"44306","North Africa","December 05, 2017","2017","Dec","3","","3","","","","","Starvation","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44011","Mediterranean","December 04, 2017","2017","Dec","3","","3","40","1","2","","Presumed drowning","Off the coast of Larache, Morocco","La Vanguardia, Asia Pacific Daily, Africa News","35.317984016666, -6.323177650000","Western Mediterranean","http://bit.ly/2ntZrDM, http://bit.ly/2jfczry, http://bit.ly/2zVJcRw","Uncategorized","3"
"44012","Mediterranean","December 04, 2017","2017","Dec","1","","1","35","","1","","Drowning","Off the coast of Maro, Nerja, Spain","Spanish Red Cross, El Diario, ABC Andalucia","36.684664094550, -3.862161322656","Western Mediterranean","http://bit.ly/2zWUN2I, http://bit.ly/2AwVEbw, http://bit.ly/2nu4uUC","Uncategorized","4"
"44019","Middle East","December 04, 2017","2017","Dec","3","","3","9","","","","Vehicle Accident","15 km away from Murchehkhort, Isfahan, Iran","Voice of Refugees, EASO Social Media Monitoring Report, Iran Newspaper.com, Bartarinha","33.134302145824, 51.569516707031","","http://bit.ly/2iXad0a, http://bit.ly/2CcUNx6, http://bit.ly/2k7sDv8","Western Asia",""
"44034","Mediterranean","December 04, 2017","2017","Dec","1","","1","","","1","1","Presumed drowning","3,5 miles east of Kharrouba, Mostaganem, Algeria","Réflexion","36.159616714092, 0.134644935938","Western Mediterranean","http://bit.ly/2Bv6qQe","Uncategorized",""
"44008","Middle East","December 03, 2017","2017","Dec","10","","10","8","","","6","Vehicle Accident","Altınözü district, Hatay, Turkey","Daily Sabah, Asia Pacific Daily, The New Arab","36.113614392446, 36.248016357422","","http://bit.ly/2BGLDJ2, http://bit.ly/2Au8yXT, http://bit.ly/2AthuMX","Western Asia","3"
"44033","Mediterranean","December 03, 2017","2017","Dec","","3","3","18","","","","Presumed drowning","Off the coast of Tangiers, Morocco","Alarm Phone","35.876390459221, -5.811981643750","Western Mediterranean","http://bit.ly/2AHkGrX","Uncategorized",""
"44061","US-Mexico Border","December 03, 2017","2017","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","31.695436100000, -110.418808600000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America",""
"44062","US-Mexico Border","December 03, 2017","2017","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","31.855573200000, -111.320524300000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America",""
"44305","North Africa","December 03, 2017","2017","Dec","2","","2","","","2","","Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.609863280000, 29.200423170000","","","Northern Africa","2"
