"Web ID","Region","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"41032","Central America","November 10, 2015","2015","Nov","1","","1","","","1","","Unknown","Jesús María, Mexico","Various","26.974509000000, -112.782746000000","Central America to US","http://bit.ly/1mSmenf","Central America","3"
"41017","US-Mexico Border","November 08, 2015","2015","Nov","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"41016","US-Mexico Border","November 07, 2015","2015","Nov","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40823","Horn of Africa","November 07, 2015","2015","Nov","1","","1","","","","","Starvation, Dehydration","Near Las'anod, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.476128000000, 47.347479800000","","","Eastern Africa","2"
"40685","North Africa","November 06, 2015","2015","Nov","1","","1","","","1","","Shot","Egyptian border to Israel","Times of Israel","30.691617000000, 34.499499000000","","http://bit.ly/1WBgUVB","Northern Africa","1"
"40997","US-Mexico Border","November 06, 2015","2015","Nov","1","","1","","","1","","Unknown","US-Mexico border near Nogales","Informador.mx","31.308619000000, -110.942166000000","Central America to US","http://bit.ly/1JgGb1e, http://bit.ly/1Udra10","Central America","3"
"40467","Mediterranean","November 05, 2015","2015","Nov","1","1","2","","","","2","Drowning","Near Kos","IOM Athens","36.891500000000, 27.287700000000","Eastern Mediterranean","","Uncategorized","4"
"41015","US-Mexico Border","November 05, 2015","2015","Nov","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40552","Mediterranean","November 05, 2015","2015","Nov","1","","1","","","1","","Drowning","Coast of Agathonisi","Hellenic Coast Guard via IOM Greece","37.465347300000, 26.932666400000","Eastern Mediterranean","http://www.hcg.gr/node/11446","Uncategorized","5"
"41014","US-Mexico Border","November 03, 2015","2015","Nov","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40549","Mediterranean","November 03, 2015","2015","Nov","1","","1","","","1","","Drowning","Off the coast of Tilos Island, Greece","Hellenic Coast Guard via IOM Greece","36.407360400000, 27.447417900000","Eastern Mediterranean","http://www.hcg.gr/node/11424","Uncategorized","5"
"40593","Central America","November 03, 2015","2015","Nov","1","","1","","","1","1","Fall from train","La Polka, municipality of Tonalá, near city of Tonalá in Chiapas state, Mexico","La Jornada","15.956400000000, -93.663100000000","Central America to US","http://bit.ly/1hZEXmB","Central America","1"
"40550","Mediterranean","November 03, 2015","2015","Nov","10","","10","","","4","6","Drowning","Off the coast of Lesvos, Greece","IOM Athens ","39.283600000000, 26.505700000000","Eastern Mediterranean","http://www.hcg.gr/node/11440","Uncategorized","5"
"40466","Mediterranean","November 01, 2015","2015","Nov","4","6","10","","","4","","Drowning","off the coast of Farmakonisi, Greece","Reuters and Hellenic Coast Guard ","37.284761000000, 27.125852000000","Eastern Mediterranean","http://yhoo.it/1l67fW5","Uncategorized","5"
"40465","Mediterranean","November 01, 2015","2015","Nov","1","","1","","","1","1","Drowning","body found on the shores of Lesvos","Hellenic Coast Guard and AP","39.274069000000, 26.386190000000","Eastern Mediterranean","http://www.hcg.gr/node/11411, http://bit.ly/1N7oPiN","Uncategorized","5"
"40668","North Africa","November 01, 2015","2015","Nov","12","","12","","","","","Murdered","Sahara Desert, between Khartoum, Sudan and Tripoli, Libya","MHub","19.545270100000, 21.922914300000","","","Northern Africa","2"
"41063","Southeast Asia","November 01, 2015","2015","Nov","4","","4","","","4","1","Vehicle Accident","in Thailand's Chonburi province","Phnom Penh Post","13.361100000000, 100.985000000000","","http://bit.ly/1RrD1aa","South-eastern Asia","1"
"40462","Mediterranean","November 01, 2015","2015","Nov","1","","1","","","","","Drowning","body found on the shores of Chios","Hellenic Coast Guard","38.357540000000, 26.452157000000","Eastern Mediterranean","http://www.hcg.gr/node/11409","Uncategorized","5"
"40463","Mediterranean","November 01, 2015","2015","Nov","11","","11","","5","","6","Drowning","20 meters off the coast of Samos, Greece","Hellenic Coast Guard and The Guardian","37.751814000000, 26.960291000000","Eastern Mediterranean","http://www.hcg.gr/node/11410, http://bit.ly/20lM0zK","Uncategorized","5"
"40995","North Africa","November 01, 2015","2015","Nov","4","","4","","","","","Unknown","Sahara Desert, between Nouakchott, Mauritania and Tripoli, Libya","MHub","21.134991700000, -10.451409000000","","","Northern Africa","2"
"40464","Mediterranean","November 01, 2015","2015","Nov","1","","1","","1","","","Drowning","body found at Agia Fotia area in Lesvos","Hellenic Coast Guard","39.276195000000, 26.383443000000","Eastern Mediterranean","http://www.hcg.gr/node/11411","Uncategorized","5"
"44612","North Africa","October 31, 2015","2015","Oct","5","","5","","","","","Vehicle Accident","Sahara Desert, between Khartoum, Sudan and Subratha, Libya ","MHub","24.253105262102, 19.444738911579","","","Northern Africa","2"
"40584","Europe","October 31, 2015","2015","Oct","1","","1","","1","","","Exposure","upon entry to refugee camp at Opatovac, Croatia","AP","45.260431700000, 19.170648000000","Western Balkans","http://bit.ly/1P5scwF","Southern Europe","1"
"40704","North Africa","October 31, 2015","2015","Oct","2","","2","","","","","Shot, Stabbed","Sinai at the border with Israel, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","29.500000000000, 34.000000000000","","","Northern Africa","2"
"40307","Mediterranean","October 31, 2015","2015","Oct","4","","4","","1","","3","Drowning","between Sivrice Bay, Turkey and Lesvos","Hurriyet Daily News","39.279915000000, 26.388937000000","Eastern Mediterranean","http://bit.ly/1NLS7Xi","Uncategorized","1"
"41013","US-Mexico Border","October 31, 2015","2015","Oct","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40461","Mediterranean","October 31, 2015","2015","Oct","4","","4","","","","","Drowning","between Al Hoceima and Malaga","AFP","35.991336000000, -5.916205000000","Western Mediterranean","http://bit.ly/1YpEBLU","Uncategorized","1"
"40459","Sub-Saharan Africa","October 30, 2015","2015","Oct","8","","8","","","","","Drowning","Trying to reach Mayotte from Comoros","LINFO.com","-11.802800000000, 43.851900000000","","http://bit.ly/1Q34rFS","Eastern Africa","1"
"40460","Mediterranean","October 30, 2015","2015","Oct","1","","1","","","","1","Drowning","off the coast of Agathonisi, Greece","Hellenic Coast Guard","37.457800000000, 26.972100000000","Eastern Mediterranean","http://www.hcg.gr/node/11401","Uncategorized","5"
"40868","Mediterranean","October 30, 2015","2015","Oct","1","","1","","","","","Unknown","Lesvos","Hellenic Coast Guard","39.175649100000, 25.943523100000","Eastern Mediterranean","http://www.hcg.gr/node/11408","Uncategorized","5"
"40865","Central America","October 29, 2015","2015","Oct","1","","1","","","1","","Train Accident","Mascupana, Tabasco, Mexico","Canal 6","17.761518000000, -92.596498000000","Central America to US","http://bit.ly/1mSIcql","Central America","1"
"41082","North Africa","October 29, 2015","2015","Oct","1","","1","","","","","Vehicle Accident","Kassala, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.465881000000, 36.412903000000","","","Northern Africa","2"
"40454","Mediterranean","October 29, 2015","2015","Oct","4","","4","","","","4","Drowning","off the coast of Kucukkuyu, Turkey, en route to Lesvos","Hurriyet Daily News","39.470142000000, 26.592653000000","Eastern Mediterranean","http://bit.ly/1k3Yrjn","Uncategorized","1"
"40455","Mediterranean","October 29, 2015","2015","Oct","0","2","2","","","","","Drowning","en route to Samos, rescue by Turkish Coast Guard ","AP","37.754800000000, 26.977800000000","Eastern Mediterranean","http://bit.ly/1M6l4KL","Uncategorized","1"
"40456","Mediterranean","October 29, 2015","2015","Oct","3","4","7","","1","","2","Drowning","off the coast of Rhodes, Greece","AP and Hellenic Coast Guard","36.450624563650, 28.215749624854","Eastern Mediterranean","http://lat.ms/1kfYtUL, http://www.hcg.gr/node/11400","Uncategorized","5"
"41012","US-Mexico Border","October 29, 2015","2015","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40457","Mediterranean","October 29, 2015","2015","Oct","7","32","39","15","","4","","Drowning","north of Al Hoceima, Morocco","Reuters Espana, La Vanguardia","35.244558900000, -3.931746800000","Western Mediterranean","http://reut.rs/1P1aBpP, http://bit.ly/28IfW7F","Uncategorized","3"
"40458","US-Mexico Border","October 29, 2015","2015","Oct","1","","1","","","","","Drowning","Rio Bravo","Grupo Sieno, Twitter","29.711067900000, -101.569380500000","Central America to US","https://twitter.com/GRUPO_SIENO/status/530112433151823872","Central America","1"
"45862","Mediterranean","October 28, 2015","2015","Oct","3","1","4","","","1","3","Drowning","Unspecified location off the coast of Samos, Greece","Hellenic Coast Guard, AP","37.689610424354, 27.006609211328","Eastern Mediterranean","http://bit.ly/1PVZYnv, http://www.hcg.gr/node/11353","Uncategorized","5"
"40548","Mediterranean","October 28, 2015","2015","Oct","1","","1","","","1","0","Drowning","Found on coast of Kalymnos (advanced decomposition)","Hellenic Coast Guard","39.277258000000, 26.409536000000","Eastern Mediterranean","http://www.hcg.gr/node/11405","Uncategorized","5"
"40712","Mediterranean","October 28, 2015","2015","Oct","1","","1","","1","","1","Unknown","Hospital in Samos","Hellenic Coast Guard","37.754800000000, 26.977800000000","Eastern Mediterranean","http://www.hcg.gr/node/11351","Uncategorized","5"
"40610","Europe","October 28, 2015","2015","Oct","1","","1","","1","","","Cardiac arrest","Unspecified location at the Austrian-German border","Action Group for Palestinians of Syria","48.256865300000, 12.951881400000","Western Balkans","http://www.actionpal.org.uk/en/","Western Europe","4"
"40764","North Africa","October 28, 2015","2015","Oct","2","","2","","","","","Harsh conditions","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.701904000000, 34.037720000000","","","Northern Africa","2"
"45861","Mediterranean","October 28, 2015","2015","Oct","2","","2","","1","1","2","Drowning","Unspecified location off the coast of Lesvos, Greece","AP	","39.260256385407, 26.487820825391","Eastern Mediterranean","http://bit.ly/1PVZYnv","Uncategorized","1"
"40448","Mediterranean","October 28, 2015","2015","Oct","3","","3","","","3","2","Drowning","off of Lesvos, Greece","AP","34.270800000000, 15.007300000000","Eastern Mediterranean","http://bit.ly/1PVZYnv","Uncategorized","1"
"40449","Mediterranean","October 28, 2015","2015","Oct","3","","3","","1","1","2","Drowning","off the coast of Agathonisi, Greece","AP","37.460602400000, 27.005194300000","Eastern Mediterranean","http://bit.ly/1PVZYnv","Uncategorized","1"
"40994","Mediterranean","October 28, 2015","2015","Oct","1","","1","","","","1","Unknown","Agia Fotia on Lesvos","Hellenic Coast Guard","37.458981000000, 26.992945000000","Eastern Mediterranean","http://www.hcg.gr/node/11405","Uncategorized","5"
"40453","Mediterranean","October 28, 2015","2015","Oct","13","","13","","","","","Drowning","Found on beaches in Lesvos ","Hellenic Coast Guard and IOM Athens ","39.273005000000, 26.423269000000","Eastern Mediterranean","","Uncategorized","5"
"40452","Mediterranean","October 28, 2015","2015","Oct","43","","43","","6","17","20","Drowning","north of Lesvos, Greece","Hellenic Coast Guard","39.385646200000, 26.216721700000","Eastern Mediterranean","http://www.hcg.gr/node/11414","Uncategorized","5"
"40451","Mediterranean","October 28, 2015","2015","Oct","19","","19","0","1","2","11","Drowning","off the coast of Kalymnos, Greece","AP and Hellenic Coast Guard","36.952300000000, 26.980800000000","Eastern Mediterranean","http://lat.ms/1kfYtUL, http://www.hcg.gr/node/11431","Uncategorized","5"
"40446","Mediterranean","October 27, 2015","2015","Oct","1","1","2","","","","","Drowning","off coast of Cesme, Turkey, en route to Chios","Haberler","38.381773000000, 26.464046000000","Eastern Mediterranean","http://bit.ly/1SaW09O","Uncategorized","1"
"40609","Central America","October 26, 2015","2015","Oct","1","","1","","","1","","Cardiac arrest","Hospital General de Minatitlán, Veracruz, MX","60 Minutos","17.995878000000, -94.547559000000","Central America to US","http://bit.ly/25NsHob","Central America","1"
"41061","Europe","October 26, 2015","2015","Oct","1","","1","","","1","","Vehicle Accident","in Calais, France","TheLocal.fr","50.951880300000, 1.833936700000","Calais to United Kingdom","http://bit.ly/1O4MUg8, http://bit.ly/23gniCk","Western Europe","3"
"40445","Mediterranean","October 26, 2015","2015","Oct","1","","1","","","1","","Drowning","off the coast of Chios, Greece","Associated Press and HCG","38.432258000000, 26.243986000000","Eastern Mediterranean","http://nyti.ms/1MOsSAz","Uncategorized","5"
"40443","Mediterranean","October 26, 2015","2015","Oct","1","","1","","","1","","Drowning","trying to reach Ceuta, Spain","AFP","35.895384600000, -5.334817200000","Western Mediterranean","http://bit.ly/1Wdozcc","Uncategorized","1"
"40444","Mediterranean","October 26, 2015","2015","Oct","1","","1","","1","","","Drowning","off the coast of Lesvos","Associated Press and Hellenic Coast Guard","39.283600000000, 26.505700000000","Eastern Mediterranean","http://nyti.ms/1MOsSAz","Uncategorized","4"
"40442","Mediterranean","October 25, 2015","2015","Oct","3","7","10","","2","1","2","Drowning","off the coast of Lesvos","Hellenic Coast Guard via IOM Greece","39.283600000000, 26.505700000000","Eastern Mediterranean","","Uncategorized","5"
"40605","North Africa","October 25, 2015","2015","Oct","2","","2","","","","","Harsh conditions, Vehicle Accident","Aswan desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.515320000000, 30.739685000000","","","Northern Africa","2"
"40441","Mediterranean","October 25, 2015","2015","Oct","43","","43","","","","","Drowning","bodies discovered on beaches east of Tripoli, 29 near Zliten and 14 near Khoms","ubAlert","32.505100000000, 14.510200000000","Central Mediterranean","http://bit.ly/1Gsxobe","Uncategorized","1"
"40440","US-Mexico Border","October 22, 2015","2015","Oct","1","","1","","","1","","Drowning","Rio Bravo near El Carrizal (Mexico side)","La Prensa","29.515091200000, -102.827849700000","Central America to US","http://www.laprensa.mx/notas.asp?id=397034","Central America","1"
"40439","Mediterranean","October 22, 2015","2015","Oct","6","","6","","","","1","Drowning","off the shore of Gasr Garabulli","Huffington Post","31.554800000000, 31.091100000000","Central Mediterranean","http://huff.to/1MOfe0r","Uncategorized","1"
"40438","Mediterranean","October 22, 2015","2015","Oct","12","11","23","","5","2","5","Drowning","Ayvac?k in the province of Canakkale, Turkey, en route to Lesvos","Hurriyet Daily News","39.410744000000, 26.586906000000","Eastern Mediterranean","http://bit.ly/1N7wI8w","Uncategorized","1"
"40436","Mediterranean","October 22, 2015","2015","Oct","4","1","5","","1","","4","Drowning","off the coast of Lesvos","Today's Zaman","39.283600000000, 26.505700000000","Eastern Mediterranean","http://bit.ly/1KA4BfN","Uncategorized","1"
"40437","Mediterranean","October 22, 2015","2015","Oct","2","1","3","","","","1","Drowning","off the coast of Ayvalik, Turkey, en route to Lesvos","Hurriyet Daily News","39.175649100000, 25.943523100000","Eastern Mediterranean","http://bit.ly/1LWrEqD","Uncategorized","1"
"40874","Sub-Saharan Africa","October 21, 2015","2015","Oct","2","","2","","","","","Unknown","Between Somalia and Tanzania","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-1.751770000000, 40.627502000000","","","Eastern Africa","2"
"41093","North Africa","October 21, 2015","2015","Oct","3","","3","","","","","Vehicle Accident, Shot, Stabbed","One day north of Khartoum, Sudan, towards Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.780623200000, 32.092196200000","","","Northern Africa","2"
"40703","North Africa","October 21, 2015","2015","Oct","2","","2","","","","","Shot, Stabbed","At the desert , Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.069275000000, 28.784302000000","","","Northern Africa","2"
"40435","US-Mexico Border","October 21, 2015","2015","Oct","1","","1","","","1","","Drowning","Rio Bravo, near Nuevo Laredo, Tamaulipas","Zocalo Salitto","27.468842800000, -99.557492700000","Central America to US","http://bit.ly/1YdyUlj","Central America","1"
"41011","US-Mexico Border","October 21, 2015","2015","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40433","Mediterranean","October 21, 2015","2015","Oct","","13","13","","1","","2","Drowning","North of Samos, Greece","Hellenic Coast Guard via IOM Greece","39.427700000000, 26.388500000000","Eastern Mediterranean","http://bit.ly/1XsWx9O","Uncategorized","5"
"40434","US-Mexico Border","October 21, 2015","2015","Oct","1","","1","","1","","","Drowning","Rio Bravo, near Nuevo Laredo, Tamaulipas","Zocalo Salitto","27.468842800000, -99.557492700000","Central America to US","http://bit.ly/1YdyUlj","Central America","1"
"40836","Horn of Africa","October 21, 2015","2015","Oct","4","","4","","","","","Starvation, Suffocation, Shot, Stabbed","1 in Mekele and three around Humera, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.776917000000, 37.661072000000","","","Eastern Africa","2"
"40813","North Africa","October 20, 2015","2015","Oct","2","","2","","","","","Starvation","Wad Madani, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.393127000000, 33.539307000000","","","Northern Africa","2"
"40812","North Africa","October 20, 2015","2015","Oct","5","","5","","","","","Starvation","Between Khartoum and Kassala, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.416870000000, 34.738892000000","","","Northern Africa","2"
"40793","North Africa","October 20, 2015","2015","Oct","2","","2","","","","","Starvation, Harsh conditions, Suffocation","Near Aswan in the desert , Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.830688000000, 32.497681000000","","","Northern Africa","2"
"40776","North Africa","October 20, 2015","2015","Oct","3","","3","","","","","Starvation","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40816","North Africa","October 20, 2015","2015","Oct","30","","30","","","","","Starvation","Desert between libya and Sudan, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.608192900000, 23.999394700000","","","Northern Africa","2"
"41081","North Africa","October 20, 2015","2015","Oct","20","","20","","","","","Vehicle Accident","Umm Al Aranib, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.118530000000, 14.809692000000","","","Northern Africa","2"
"40732","North Africa","October 20, 2015","2015","Oct","1","","1","","","","","Starvation","Wad Madani, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.393127000000, 33.539307000000","","","Northern Africa","2"
"40731","Horn of Africa","October 20, 2015","2015","Oct","1","","1","","","","","Sickness and lack of access to medicines","Garowe, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.287109000000, 33.524902000000","","","Eastern Africa","2"
"40815","North Africa","October 20, 2015","2015","Oct","1","","1","","","","","Starvation","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.032288000000, 14.456116000000","","","Northern Africa","2"
"40993","Mediterranean","October 20, 2015","2015","Oct","8","","8","","","","","Unknown","Brought to Taranto ","IOM Italy","40.334718000000, 17.164603000000","Central Mediterranean","","Uncategorized","4"
"40775","North Africa","October 20, 2015","2015","Oct","3","","3","","","","","Starvation","Kufra suburb, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40814","North Africa","October 20, 2015","2015","Oct","1","","1","","","","","Starvation","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40575","US-Mexico Border","October 20, 2015","2015","Oct","1","","1","","1","","","Excessive Physical Abuse","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40826","North Africa","October 19, 2015","2015","Oct","3","","3","","","","","Starvation, Dehydration, Excessive Physical Abuse, Sexual abuse, Shot, Stabbed","Sinai, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","30.669922000000, 32.739319000000","","","Northern Africa","2"
"40834","North Africa","October 19, 2015","2015","Oct","2","","2","","","","","Starvation, Harsh conditions, Suffocation","In the desert under small mountain , Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.529297000000, 32.915100000000","","","Northern Africa","2"
"41080","North Africa","October 19, 2015","2015","Oct","5","","5","","","","","Vehicle Accident","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.665283000000, 34.049500000000","","","Northern Africa","2"
"40432","Mediterranean","October 19, 2015","2015","Oct","4","1","5","","2","2","2","Drowning","Off the coast of Megisti/Kastellorizo","Hellenic Coast Guard via IOM Greece","34.234500000000, 14.743700000000","Eastern Mediterranean","http://www.hcg.gr/node/11299","Uncategorized","5"
"40702","North Africa","October 19, 2015","2015","Oct","1","","1","","","","","Shot, Stabbed","Near Aswan in the desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.508911000000, 33.266724000000","","","Northern Africa","2"
"40701","North Africa","October 19, 2015","2015","Oct","1","","1","","","","","Shot, Stabbed","Egypt-Sudan Border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.708923000000, 30.146484000000","","","Northern Africa","2"
"40431","Mediterranean","October 19, 2015","2015","Oct","1","1","2","","","2","","Drowning","Ceuta","Desalambre, El Faro","35.889400000000, -5.321350000000","Western Mediterranean","http://bit.ly/1WffnUN, http://bit.ly/28IFxhx, http://bit.ly/2kDfOsD","Uncategorized","3"
"40430","US-Mexico Border","October 18, 2015","2015","Oct","1","","1","","1","","","Drowning","Rio Grande, near El Patinadero, Nuevo Laredo City","La Jornada","27.475305300000, -99.486182800000","Central America to US","http://bit.ly/1SufxFk","Central America","1"
"40992","Mediterranean","October 18, 2015","2015","Oct","1","","1","","","1","1","Unknown","Off the coast of Farmakonisi","Hellenic Coast Guard via IOM Greece","38.375528800000, 25.716800500000","Eastern Mediterranean","http://www.hcg.gr/node/11295","Uncategorized","5"
"41060","Middle East","October 18, 2015","2015","Oct","20","","20","","","","","Vehicle Accident","between Tehran and the central city of Qom","Dunya News, others","35.199293000000, 51.020506000000","","http://bit.ly/1V35Hbo","Western Asia","3"
"40429","Mediterranean","October 17, 2015","2015","Oct","4","3","7","","4","2","5","Drowning","Off the coast of Kalymnos","Hellenic Coast Guard via IOM Greece","38.164685800000, 26.747187400000","Eastern Mediterranean","http://www.hcg.gr/node/11292, http://bit.ly/1OI28aQ","Uncategorized","5"
"40604","North Africa","October 17, 2015","2015","Oct","2","","2","","","","","Harsh conditions, Vehicle Accident","In a desert far from Ash Shamaliyah, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.515686000000, 28.262878000000","","","Northern Africa","2"
"40428","Mediterranean","October 16, 2015","2015","Oct","13","","13","","5","2","6","Drowning","Off the coast of Ayvac?k; Turkey, en route to Lesvos","Hurriyet Daily News","39.416200000000, 26.407400000000","Eastern Mediterranean","http://bit.ly/1RnKlDw","Uncategorized","1"
"40855","Europe","October 16, 2015","2015","Oct","1","","1","","","1","1","Train Accident","Channel Tunnel, , France","La Voix du Nord","51.007732100000, 1.422840100000","Calais to United Kingdom","http://bit.ly/1n6aJsz","Western Europe","1"
"41010","US-Mexico Border","October 16, 2015","2015","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"41079","North Africa","October 16, 2015","2015","Oct","1","","1","","","","","Vehicle Accident","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.088928000000, 32.904114000000","","","Northern Africa","2"
"40632","US-Mexico Border","October 16, 2015","2015","Oct","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40427","Mediterranean","October 15, 2015","2015","Oct","7","1","8","","2","1","4","Drowning","Off the coast of Lesvos","AFP, NYT, IOM","39.283600000000, 26.505700000000","Eastern Mediterranean","http://nyti.ms/1PljKcF, http://bit.ly/1kafH6u","Uncategorized","4"
"40730","Horn of Africa","October 15, 2015","2015","Oct","1","","1","","","","","Sickness and lack of access to medicines","Bula hawo, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","3.923889000000, 41.875122000000","","","Eastern Africa","2"
"40833","North Africa","October 15, 2015","2015","Oct","1","","1","","","","","Starvation, Harsh conditions, Suffocation","Near to Aswan , Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.092333600000, 32.882662000000","","","Northern Africa","2"
"40850","Europe","October 15, 2015","2015","Oct","1","","1","","","","","Train Accident","alongside a train platform in Coquelles, France","Reuters","50.936400000000, 1.799950000000","","http://reut.rs/1OHpRGz","Western Europe","1"
"41009","US-Mexico Border","October 15, 2015","2015","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"41049","Europe","October 15, 2015","2015","Oct","1","","1","","1","","","Vehicle Accident","Motorway close to the Channel Tunnel near Calais , France","Calais Migrant Solidarity","50.951290000000, 1.858686000000","Calais to United Kingdom","http://bit.ly/22N7qH6","Western Europe","4"
"40684","Europe","October 15, 2015","2015","Oct","1","","1","","","1","","Shot","near border town of Sredets, Bulgaria","BBC","42.345200000000, 27.181300000000","Western Balkans","http://bbc.in/1LR7VnP","Eastern Europe","1"
"40426","Mediterranean","October 14, 2015","2015","Oct","7","2","9","","4","4","5","Drowning","Off the coast of Izmir, en route to Samos","Washington Post","37.471039000000, 27.022180000000","Eastern Mediterranean","http://wapo.st/1MGQ8EZ, http://reut.rs/1SBYIF2","Uncategorized","3"
"40293","Horn of Africa","October 14, 2015","2015","Oct","1","","1","","","","","Dehydration","Between Garowe and Kardo, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","9.107727000000, 48.933105000000","","","Eastern Africa","2"
"40681","US-Mexico Border","October 14, 2015","2015","Oct","1","","1","","","1","","Shot","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"41044","Europe","October 14, 2015","2015","Oct","1","","1","","","1","","Vehicle Accident","M20 highway, near junction 8 for Leeds, near Maidestone, Kent, England, UK","Daily Mail","51.299076000000, 0.516880000000","","http://dailym.ai/1WmVWHU","Northern Europe","1"
"40425","Mediterranean","October 14, 2015","2015","Oct","3","","3","","2","1","2","Drowning","Off the coast of Lesvos","Reuters, IOM","39.283600000000, 26.505700000000","Eastern Mediterranean","http://reut.rs/1VTDdFt","Uncategorized","4"
"40424","Central America","October 14, 2015","2015","Oct","1","","1","","","1","","Drowning","in a canal in the city of Reynosa, Tamaulipas, Mexico","102Nueve","26.102091000000, -98.304259000000","Central America to US","http://bit.ly/1QV0swL","Central America","1"
"41008","US-Mexico Border","October 14, 2015","2015","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40810","North Africa","October 13, 2015","2015","Oct","5","","5","","","","","Starvation","Sabha Desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","35.273087000000, -2.927512000000","","","Northern Africa","2"
"40423","Mediterranean","October 13, 2015","2015","Oct","1","1","2","","","1","","Drowning","Off the coast of Melilla, Spain","Asociación Pro Derechos Humanos de Andalucía","35.296428600000, -2.942810000000","Western Mediterranean","http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf","Uncategorized","3"
"40811","North Africa","October 13, 2015","2015","Oct","1","","1","","","","","Starvation","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
